scientificName;redlistCategory
Pseudotolithus senegalensis;Endangered
Numenius tenuirostris;Critically Endangered
Umbrina canariensis;Least Concern
Umbrina cirrosa;Vulnerable
Umbrina ronchus;Data Deficient
Acrocephalus melanopogon;Least Concern
Pterocles orientalis;Least Concern
Anthus campestris;Least Concern
Francolinus francolinus;Least Concern
Coturnix coturnix;Least Concern
Cygnus atratus;Least Concern
Anser anser;Least Concern
Anser indicus;Least Concern
Branta canadensis;Least Concern
Branta leucopsis;Least Concern
Alopochen aegyptiaca;Least Concern
Aix galericulata;Least Concern
Apus caffer;Least Concern
Columba palumbus;Least Concern
Anthropoides virgo;Least Concern
Alle alle;Least Concern
Ardeola ralloides;Least Concern
Gavia stellata;Least Concern
Corvus monedula;Least Concern
Corvus splendens;Least Concern
Cinclus cinclus;Least Concern
Ficedula hypoleuca;Least Concern
Erithacus rubecula;Least Concern
Anthus trivialis;Least Concern
Anthus petrosus;Least Concern
Anthus spinoletta;Least Concern
Estrilda melpoda;Least Concern
Estrilda troglodytes;Least Concern
Estrilda astrild;Least Concern
Chloris chloris;Least Concern
Emberiza cirlus;Least Concern
Ficedula parva;Least Concern
Burhinus oedicnemus;Least Concern
Alauda arvensis;Least Concern
Calandrella brachydactyla;Least Concern
Numida meleagris;Least Concern
Mergus serrator;Least Concern
Mergus merganser;Least Concern
Leiopicus medius;Least Concern
Spilopelia senegalensis;Least Concern
Sterna paradisaea;Least Concern
Uria lomvia;Least Concern
Podiceps auritus;Vulnerable
Threskiornis aethiopicus;Least Concern
Turdus philomelos;Least Concern
Phoenicurus moussieri;Least Concern
Oenanthe leucura;Least Concern
Pycnonotus barbatus;Least Concern
Curruca melanocephala;Least Concern
Prunella modularis;Least Concern
Serinus serinus;Least Concern
Serinus canaria;Least Concern
Linaria cannabina;Least Concern
Pyrrhula pyrrhula;Least Concern
Pheucticus ludovicianus;Least Concern
Oxyura jamaicensis;Least Concern
Regulus regulus;Least Concern
Myiopsitta monachus;Least Concern
Oenanthe oenanthe;Least Concern
Sitta europaea;Least Concern
Troglodytes troglodytes;Least Concern
Turdus ruficollis;Least Concern
Lewinskya lamyana;Critically Endangered
Melanitta nigra;Least Concern
Sterna dougallii;Least Concern
Anser erythropus;Vulnerable
Anser fabalis;Least Concern
Larus marinus;Least Concern
Hydrobates castro;Least Concern
Hydrobates leucorhous;Vulnerable
Aythya marila;Least Concern
Somateria mollissima;Near Threatened
Somateria spectabilis;Least Concern
Clangula hyemalis;Vulnerable
Melanitta perspicillata;Least Concern
Bucephala clangula;Least Concern
Catharacta skua;Least Concern
Stercorarius pomarinus;Least Concern
Stercorarius parasiticus;Least Concern
Stercorarius longicaudus;Least Concern
Larus delawarensis;Least Concern
Larus glaucescens;Least Concern
Larus hyperboreus;Least Concern
Larus cirrocephalus;Least Concern
Larus ridibundus;Least Concern
Larus philadelphia;Least Concern
Larus atricilla;Least Concern
Larus pipixcan;Least Concern
Hydrocoloeus minutus;Least Concern
Thalasseus maximus;Least Concern
Thalasseus bengalensis;Least Concern
Sterna forsteri;Least Concern
Uria aalge;Least Concern
Cepphus grylle;Least Concern
Fratercula arctica;Vulnerable
Podiceps grisegena;Least Concern
Podiceps nigricollis;Least Concern
Morus bassanus;Least Concern
Sula leucogaster;Least Concern
Gavia arctica;Least Concern
Gavia immer;Least Concern
Gavia adamsii;Near Threatened
Fulmarus glacialis;Least Concern
Bulweria bulwerii;Least Concern
Puffinus puffinus;Least Concern
Puffinus yelkouan;Vulnerable
Oceanites oceanicus;Least Concern
Pelagodroma marina;Least Concern
Hydrobates pelagicus;Least Concern
Hydrobates monorhis;Near Threatened
Pterodroma feae;Near Threatened
Puffinus mauretanicus;Critically Endangered
Calonectris edwardsii;Near Threatened
Calonectris borealis;Least Concern
Pterodroma deserta;Vulnerable
Sula dactylatra;Least Concern
Calonectris diomedea;Least Concern
Puffinus lherminieri;Least Concern
Ophidion barbatum;Least Concern
Ophidion lozanoi;Least Concern
Spectrunculus crassus;Least Concern
Meteoria erythrops;Data Deficient
Gulosus aristotelis;Least Concern
Illex coindetii;Least Concern
Sthenoteuthis pteropus;Least Concern
Todaropsis eblanae;Least Concern
Morlina glabra;Least Concern
Melamphaes falsidicus;Least Concern
Alburnus alburnus;Least Concern
Abramis brama;Least Concern
Lathyrus palustris;Least Concern
Luciobarbus bocagei;Near Threatened
Luciobarbus graellsii;Near Threatened
Luciobarbus sclateri;Near Threatened
Lampetra fluviatilis;Near Threatened
Lampetra planeri;Near Threatened
Syngnathus abaster;Least Concern
Blicca bjoerkna;Least Concern
Cobitis bilineata;Least Concern
Pomatoschistus microps;Least Concern
Cottus hispaniolensis;Near Threatened
Rhodeus amarus;Least Concern
Pleuronectes platessa;Least Concern
Cottus aturi;Near Threatened
Platichthys flesus;Least Concern
Posidonia oceanica;Least Concern
Acer monspessulanum;Least Concern
Salix tarraconensis;Vulnerable
Allium chamaemoly;Least Concern
Bassozetus nielseni;Least Concern
Chiasmodon pluriradiatus;Least Concern
Kali colubrina;Least Concern
Pseudoscopelus astronesthidens;Least Concern
Saccopharynx thalassa;Least Concern
Melamphaes microps;Least Concern
Astronesthes barbatus;Data Deficient
Bathophilus longipes;Least Concern
Sambucus racemosa;Least Concern
Prospero pulchellum;Data Deficient
Allium triquetrum;Least Concern
Polycarpon prostratum;Least Concern
Eragrostis atrovirens;Least Concern
Hydrocotyle bonariensis;Least Concern
Nasturtium officinale;Least Concern
Schoenoplectiella lateriflora;Least Concern
Aix sponsa;Least Concern
Mareca americana;Least Concern
Anas rubripes;Least Concern
Anaecypris hispanica;Near Threatened
Apricaphanius iberus;Near Threatened
Apricaphanius baeticus;Near Threatened
Achondrostoma salmantinum;Endangered
Barbus meridionalis;Near Threatened
Barbus haasi;Least Concern
Cobitis calderoni;Vulnerable
Cobitis paludica;Least Concern
Cobitis vettonica;Vulnerable
Gobio occitaniae;Least Concern
Gobio lozanoi;Least Concern
Hucho hucho;Vulnerable
Iberochondrostoma oretanum;Endangered
Squalius palaciosi;Extinct
Squalius alburnoides;Least Concern
Iberochondrostoma lemmingii;Near Threatened
Luciobarbus comizo;Near Threatened
Luciobarbus guiraonis;Near Threatened
Luciobarbus microcephalus;Near Threatened
Luciobarbus steindachneri;Near Threatened
Pseudochondrostoma willkommii;Near Threatened
Pseudochondrostoma polylepis;Vulnerable
Pseudochondrostoma duriense;Near Threatened
Parachondrostoma miegii;Near Threatened
Parachondrostoma arrigonis;Vulnerable
Phoxinus septimaniae;Least Concern
Phoxinus bigerri;Least Concern
Squalius carolitertii;Near Threatened
Squalius malacitanus;Endangered
Squalius laietanus;Vulnerable
Squalius valentinus;Near Threatened
Squalius castellanus;Endangered
Valencia hispanica;Vulnerable
Chelon saliens;Near Threatened
Parkesia motacilla;Least Concern
Anthus cervinus;Least Concern
Motacilla alba;Least Concern
Sturnus vulgaris;Least Concern
Luscinia svecica;Least Concern
Hirundo rustica;Least Concern
Eremophila alpestris;Least Concern
Spatula discors;Least Concern
Bucephala albeola;Least Concern
Algyroides marchi;Endangered
Gallotia simonyi;Vulnerable
Lacerta schreiberi;Least Concern
Podarcis lilfordi;Near Threatened
Podarcis pityusensis;Endangered
Iberolacerta bonnali;Near Threatened
Hierophis viridiflavus;Least Concern
Blanus cinereus;Least Concern
Chalcides bedriagai;Least Concern
Chalcides sexlineatus;Endangered
Chalcides simonyi;Data Deficient
Chalcides striatus;Least Concern
Gallotia atlantica;Least Concern
Gallotia caesaris;Least Concern
Gallotia galloti;Least Concern
Gallotia stehlini;Critically Endangered
Iberolacerta aranica;Near Threatened
Iberolacerta aurelioi;Endangered
Iberolacerta cyreni;Least Concern
Iberolacerta martinezricai;Endangered
Lacerta bilineata;Least Concern
Podarcis bocagei;Least Concern
Podarcis carbonelli;Vulnerable
Podarcis hispanicus;Least Concern
Zamenis scalaris;Least Concern
Tarentola angustimentalis;Least Concern
Tarentola boettgeri;Least Concern
Tarentola delalandii;Least Concern
Tarentola gomerensis;Least Concern
Timon lepidus;Least Concern
Vipera latastei;Vulnerable
Vipera seoanei;Near Threatened
Aythya collaris;Least Concern
Lophodytes cucullatus;Least Concern
Gliophorus reginae;Vulnerable
Calidris minuta;Least Concern
Numenius phaeopus;Least Concern
Coenagrion caerulescens;Least Concern
Coenagrion hastulatum;Least Concern
Podilymbus podiceps;Least Concern
Setophaga coronata;Least Concern
Ischnura elegans;Least Concern
Aythya affinis;Least Concern
Turdus migratorius;Least Concern
Capparis spinosa;Least Concern
Cistus monspeliensis;Least Concern
Ischnura saharensis;Least Concern
Nemobius interstitialis;Data Deficient
Linophryne coronata;Least Concern
Linophryne densiramus;Least Concern
Ambrosia maritima;Least Concern
Chara aspera;Least Concern
Cressa cretica;Least Concern
Dichondra micrantha;Least Concern
Cyperus longus;Least Concern
Cyperus michelianus;Least Concern
Schoenoplectus litoralis;Least Concern
Glinus lotoides;Least Concern
Digitaria debilis;Least Concern
Echinochloa colona;Least Concern
Hemarthria altissima;Least Concern
Panicum repens;Least Concern
Phragmites australis;Least Concern
Cordulegaster boltonii;Least Concern
Persicaria salicifolia;Least Concern
Veronica beccabunga;Least Concern
Cordulia aenea;Least Concern
Somatochlora metallica;Least Concern
Onychogomphus costae;Near Threatened
Onychogomphus uncatus;Least Concern
Lestes barbarus;Least Concern
Sympecma fusca;Least Concern
Orthetrum albistylum;Least Concern
Orthetrum brunneum;Least Concern
Orthetrum cancellatum;Least Concern
Orthetrum coerulescens;Least Concern
Orthetrum nitidinerve;Near Threatened
Sympetrum sanguineum;Least Concern
Oxygastra curtisii;Least Concern
Platycnemis pennipes;Least Concern
Phaneroptera nana;Least Concern
Danaphryne nigrifilis;Least Concern
Leptochilichthys pinguis;Least Concern
Sprattus sprattus;Least Concern
Scophthalmus rhombus;Least Concern
Scophthalmus maximus;Least Concern
Lepidorhombus whiffiagonis;Least Concern
Lepidorhombus boscii;Least Concern
Echinochloa crus-galli;Least Concern
Pseudorca crassidens;Near Threatened
Paspalum vaginatum;Least Concern
Parachondrostoma turiense;Vulnerable
Calidris temminckii;Least Concern
Phylloscopus inornatus;Least Concern
Hemicycla modesta;Critically Endangered
Baeospora myriadophylla;Vulnerable
Rubroboletus rhodoxanthus;Near Threatened
Cortinarius atrovirens;Near Threatened
Cortinarius haasii;Vulnerable
Cortinarius meinhardii;Near Threatened
Cortinarius murellensis;Vulnerable
Cortinarius splendificus;Vulnerable
Entoloma bloxamii;Vulnerable
Entoloma griseocyaneum;Vulnerable
Entoloma porphyrophaeum;Vulnerable
Entoloma prunuloides;Vulnerable
Flammulina ononidis;Vulnerable
Microglossum atropurpureum;Vulnerable
Hygrocybe coccineocrenata;Near Threatened
Cuphophyllus colemannianus;Vulnerable
Hygrocybe helobia;Near Threatened
Hygrocybe ovina;Vulnerable
Hygrocybe punicea;Vulnerable
Mustela nivalis;Least Concern
Hygrocybe subpapillata;Vulnerable
Picipes rhizophilus;Vulnerable
Pseudoplectania melaena;Near Threatened
Sarcodontia crocea;Vulnerable
Paraxerula caussei;Vulnerable
Ramaria rufescens;Near Threatened
Squamanita pearsonii;Least Concern
Xeromphalina junipericola;Vulnerable
Tripidium ravennae;Least Concern
Ameles andreae;Near Threatened
Ameles paradecolor;Data Deficient
Geomantis larvoides;Data Deficient
Eumerus gibbosus;Endangered
Eumerus etnensis;Vulnerable
Eumerus consimilis;Least Concern
Eumerus canariensis;Endangered
Eumerus alpinus;Least Concern
Pipiza noctiluca;Least Concern
Heringia adpropinquans;Endangered
Cheilosia ranunculi;Least Concern
Cheilosia pubera;Least Concern
Cheilosia psilophthalma;Least Concern
Cheilosia personata;Least Concern
Cheilosia pedemontana;Endangered
Cheilosia montana;Endangered
Cheilosia lucense;Endangered
Cheilosia limbicornis;Endangered
Cheilosia laeviseta;Endangered
Cheilosia insignis;Endangered
Cheilosia impudens;Endangered
Cheilosia iberica;Endangered
Cheilosia hypena;Least Concern
Cheilosia hercyniae;Endangered
Cheilosia gagatea;Endangered
Cheilosia faucis;Endangered
Cheilosia derasa;Least Concern
Cheilosia caerulescens;Least Concern
Cheilosia antiqua;Least Concern
Cheilosia andalusiaca;Endangered
Platycheirus caesius;Endangered
Merodon unguicornis;Near Threatened
Merodon trochantericus;Least Concern
Eupeodes tirolensis;Near Threatened
Merodon teruelensis;Vulnerable
Chrysotoxum triarcuatum;Vulnerable
Merodon sacki;Critically Endangered
Sphegina clavata;Least Concern
Merodon quercetorum;Endangered
Sphegina limbipennis;Endangered
Merodon parietum;Near Threatened
Portevinia maculata;Least Concern
Criorhina pachymera;Least Concern
Merodon longispinus;Critically Endangered
Merodon legionensis;Near Threatened
Brachyopa scutellaris;Least Concern
Eumerus dubius;Endangered
Claussenia hispanica;Endangered
Brachyopa insensilis;Least Concern
Pipizella zeneggenensis;Least Concern
Pipizella siciliana;Vulnerable
Pipizella brevis;Vulnerable
Pipizella annulata;Near Threatened
Paragus majoranae;Endangered
Syrphus nitidifrons;Least Concern
Cheilosia nivalis;Endangered
Cheilosia loewi;Endangered
Cheilosia frontalis;Least Concern
Eupeodes lucasi;Least Concern
Merodon escorialensis;Near Threatened
Merodon crypticus;Vulnerable
Merodon antonioi;Endangered
Merodon arundanus;Critically Endangered
Brachypalpus valgus;Least Concern
Merodon flavus;Near Threatened
Merodon geniculatus;Near Threatened
Sericomyia hispanica;Near Threatened
Trichopsomyia lucida;Vulnerable
Sphegina elegans;Least Concern
Pipizella speighti;Least Concern
Pipizella pennina;Least Concern
Sphegina atrolutea;Endangered
Pipizella lyneborgi;Endangered
Sphegina varifacies;Endangered
Pipizella cantabrica;Endangered
Sphegina latifrons;Least Concern
Orthonevra tristis;Near Threatened
Eumerus azabense;Critically Endangered
Eumerus uncipes;Least Concern
Eumerus santosabreui;Endangered
Eumerus purpurariae;Endangered
Criorhina ranunculi;Least Concern
Pelecocera lusitanica;Near Threatened
Pelecocera caledonica;Least Concern
Eumerus nivariae;Critically Endangered
Eumerus latitarsis;Vulnerable
Callicera macquarti;Endangered
Brachypalpus laphriformis;Least Concern
Cheilosia ahenea;Data Deficient
Eumerus pauper;Data Deficient
Eumerus purpureus;Vulnerable
Paragus punctulatus;Least Concern
Pipizella bispina;Endangered
Eumerus hispanicus;Vulnerable
Pelecocera nigricornis;Endangered
Neoascia balearensis;Endangered
Brachyopa grunewaldensis;Endangered
Melanostoma mellarium;Least Concern
Melanostoma incompletum;Endangered
Sericomyia bombiformis;Least Concern
Sericomyia superbiens;Least Concern
Melangyna cingulata;Least Concern
Microdon myrmicae;Vulnerable
Chrysogaster virescens;Near Threatened
Criorhina asilica;Least Concern
Porpolomopsis calyptriformis;Vulnerable
Sinanodonta woodiana;Least Concern
Psilota exilistyla;Data Deficient
Sphiximorpha garibaldii;Least Concern
Psilota anthracina;Least Concern
Volucella elegans;Least Concern
Elanus caeruleus;Least Concern
Carduelis carduelis;Least Concern
Aythya nyroca;Near Threatened
Anguilla anguilla;Critically Endangered
Vanellus leucurus;Least Concern
Gelochelidon nilotica;Least Concern
Spatula clypeata;Least Concern
Anas acuta;Least Concern
Calidris canutus;Near Threatened
Podiceps cristatus;Least Concern
Zapornia pusilla;Least Concern
Fulica atra;Least Concern
Streptopelia turtur;Vulnerable
Coracias garrulus;Least Concern
Ardenna grisea;Near Threatened
Streptopelia decaocto;Least Concern
Anthus pratensis;Least Concern
Motacilla citreola;Least Concern
Passer hispaniolensis;Least Concern
Perdix perdix;Least Concern
Falco columbarius;Least Concern
Thalasseus sandvicensis;Least Concern
Larus michahellis;Least Concern
Ardea cinerea;Least Concern
Tadorna tadorna;Least Concern
Larus genei;Least Concern
Larus melanocephalus;Least Concern
Calidris alba;Least Concern
Zoothera aurea;Least Concern
Gypaetus barbatus;Near Threatened
Ardea purpurea;Least Concern
Felis lybica;Least Concern
Aegypius monachus;Near Threatened
Haematopus ostralegus;Near Threatened
Poecile montanus;Least Concern
Opilo barbarus;Least Concern
Acanthis flammea;Least Concern
Cursorius cursor;Least Concern
Emberiza schoeniclus;Least Concern
Fringilla coelebs;Least Concern
Himantopus himantopus;Least Concern
Alectoris chukar;Least Concern
Anas platyrhynchos;Least Concern
Anthus richardi;Least Concern
Platalea leucorodia;Least Concern
Apus pallidus;Least Concern
Aquila fasciata;Least Concern
Ardea alba;Least Concern
Athene noctua;Least Concern
Scolopax rusticola;Least Concern
Sternula albifrons;Least Concern
Bubulcus ibis;Least Concern
Calidris tenuirostris;Endangered
Cercotrichas galactotes;Least Concern
Charadrius alexandrinus;Least Concern
Charadrius dubius;Least Concern
Charadrius hiaticula;Least Concern
Tichodroma muraria;Least Concern
Chlidonias niger;Least Concern
Columba livia;Least Concern
Emberiza calandra;Least Concern
Gallinago gallinago;Least Concern
Xenus cinereus;Least Concern
Gallinula chloropus;Least Concern
Hydroprogne caspia;Least Concern
Ixobrychus minutus;Least Concern
Nycticorax nycticorax;Least Concern
Passer domesticus;Least Concern
Phalacrocorax carbo;Least Concern
Phalaropus lobatus;Least Concern
Phoenicopterus roseus;Least Concern
Plegadis falcinellus;Least Concern
Pluvialis fulva;Least Concern
Porphyrio porphyrio;Least Concern
Rallus aquaticus;Least Concern
Riparia riparia;Least Concern
Sterna hirundo;Least Concern
Ficedula albicollis;Least Concern
Tachybaptus ruficollis;Least Concern
Tyto alba;Least Concern
Vanellus gregarius;Critically Endangered
Iduna opaca;Least Concern
Larus canus;Least Concern
Larus glaucoides;Least Concern
Microcarbo pygmaeus;Least Concern
Motacilla flava;Least Concern
Muscicapa striata;Least Concern
Phoenicurus ochruros;Least Concern
Pterocles alchata;Least Concern
Rissa tridactyla;Vulnerable
Curruca cantillans;Least Concern
Curruca hortensis;Least Concern
Curruca subalpina;Least Concern
Turdus torquatus;Least Concern
Mugil cephalus;Least Concern
Phaethon aethereus;Least Concern
Remiz pendulinus;Least Concern
Amanita lepiotoides;Near Threatened
Pseudorasbora parva;Least Concern
Balaenoptera musculus;Endangered
Tursiops truncatus;Least Concern
Laccariopsis mediterranea;Endangered
Xema sabini;Least Concern
Anser caerulescens;Least Concern
Clamator glandarius;Least Concern
Arnoglossus rueppelii;Least Concern
Gyps fulvus;Least Concern
Senna occidentalis;Least Concern
Alnus lusitanica;Data Deficient
Pomatoschistus marmoratus;Least Concern
Pomatoschistus minutus;Least Concern
Hygrophorus calophyllus;Endangered
Eumerus bifurcatus;Critically Endangered
Eumerus grallator;Vulnerable
Pinna nobilis;Critically Endangered
Physeter macrocephalus;Vulnerable
Potamogeton alpinus;Least Concern
Vanessa cardui;Least Concern
Hypolimnas misippus;Least Concern
Catopsilia florella;Least Concern
Azanus ubaldus;Least Concern
Azanus jesous;Least Concern
Lampides boeticus;Least Concern
Cacyreus marshalli;Least Concern
Pinus uncinata;Least Concern
Equisetum arvense;Least Concern
Linaria vettonica;Critically Endangered
Zeugopterus punctatus;Least Concern
Zeugopterus regius;Least Concern
Thymelaea lythroides;Least Concern
Centaurea avilae;Endangered
Centaurea janeri;Endangered
Succisella carvalhoana;Endangered
Astragalus devesae;Critically Endangered
Antirrhinum grosii;Endangered
Pseudomisopates rivas-martinezii;Critically Endangered
Furcraea hexapetala;Least Concern
Rattus norvegicus;Least Concern
Balanophyllia europaea;Vulnerable
Cladocora caespitosa;Endangered
Madracis asperula;Least Concern
Oculina patagonica;Least Concern
Desmophyllum pertusum;Vulnerable
Enallopsammia rostrata;Least Concern
Desmophyllum dianthus;Least Concern
Oxychilus mercadali;Least Concern
Orexana ultima;Near Threatened
Alessioporus ichnusanus;Vulnerable
Onychoprion fuscatus;Least Concern
Ardenna gravis;Least Concern
Fregata magnificens;Least Concern
Scomber japonicus;Least Concern
Kajikia audax;Least Concern
Orcynopsis unicolor;Least Concern
Scomberomorus tritor;Least Concern
Scomber scombrus;Least Concern
Oryctolagus cuniculus;Endangered
Vanessa atalanta;Least Concern
Nymphalis antiopa;Least Concern
Lotus edulis;Least Concern
Chersophilus duponti;Vulnerable
Tamarix parviflora;Least Concern
Acis autumnalis;Least Concern
Chaenothecopsis oregana;Vulnerable
Bryoria fremontii;Least Concern
Acrostira euphorbiae;Critically Endangered
Allecula morio;Least Concern
Arion circumscriptus;Least Concern
Gasterosteus aculeatus;Least Concern
Atlantica putrescens;Critically Endangered
Canariella leprosa;Vulnerable
Canariella pthonera;Vulnerable
Chrysanthia hamata;Least Concern
Chrysanthia reitteri;Least Concern
Corticeus bicoloroides;Endangered
Astragalus gines-lopezii;Endangered
Lotus herbaceus;Least Concern
Ononis ramosissima;Least Concern
Ischnomera xanthoderes;Least Concern
Cotoneaster juranus;Least Concern
Monilearia arguineguinensis;Critically Endangered
Nacerdes hesperica;Near Threatened
Napaeus moquinianus;Least Concern
Napaeus nanodes;Endangered
Napaeus osoriensis;Critically Endangered
Acrocephalus paludicola;Vulnerable
Thecaphora melandrii;Least Concern
Canariola willemsei;Near Threatened
Insulivitrina machadoi;Critically Endangered
Canarivitrina ripkeni;Least Concern
Pelecanus onocrotalus;Least Concern
Recurvirostra avosetta;Least Concern
Scorpaena porcus;Least Concern
Sparedrus lencinae;Near Threatened
Thysanoteuthis rhombus;Least Concern
Zenobiellina subrufescens;Least Concern
Deganta azarum;Vulnerable
Vitex agnus-castus;Data Deficient
Sphyradium doliolum;Least Concern
Eubalaena glacialis;Critically Endangered
Steno bredanensis;Least Concern
Juniperus turbinata;Near Threatened
Carex lainzii;Endangered
Pelobates varaldii;Endangered
Squalus blainville;Data Deficient
Flavoparmelia caperata;Least Concern
Bucephala islandica;Least Concern
Calidris ferruginea;Vulnerable
Anas carolinensis;Least Concern
Ardea herodias;Least Concern
Saxicola torquatus;Least Concern
Milvus milvus;Least Concern
Anas crecca;Least Concern
Upupa epops;Least Concern
Dendrocopos leucotos;Least Concern
Alectoris graeca;Near Threatened
Gesnouinia arborea;Endangered
Alectoris rufa;Near Threatened
Picus sharpei;Least Concern
Larus audouinii;Vulnerable
Raja brachyura;Near Threatened
Raja clavata;Near Threatened
Raja montagui;Least Concern
Raja undulata;Near Threatened
Rostroraja alba;Endangered
Melanitta fusca;Vulnerable
Poronia punctata;Least Concern
Narcissus willkommii;Endangered
Senecio massaicus;Near Threatened
Soliva stolonifera;Least Concern
Astragalus austriacus;Least Concern
Branta bernicla;Least Concern
Bartramia longicauda;Least Concern
Ipomoea sagittata;Least Concern
Ipomoea pes-caprae;Least Concern
Sesuvium portulacastrum;Least Concern
Salicornia perennis;Least Concern
Psilotum nudum;Least Concern
Ficus rubiginosa;Least Concern
Cestrum parqui;Least Concern
Rattus rattus;Least Concern
Gymnosporia senegalensis;Least Concern
Aquarana catesbeianus;Least Concern
Vulpes vulpes;Least Concern
Parmelia saxatilis;Least Concern
Parmeliopsis ambigua;Least Concern
Parmeliopsis hyperopta;Least Concern
Parmotrema crinitum;Least Concern
Canoparmelia caroliniana;Least Concern
Leptogium hibernicum;Endangered
Cetorhinus maximus;Endangered
Eptesicus serotinus;Least Concern
Myotis daubentonii;Least Concern
Psittacara erythrogenys;Near Threatened
Pipistrellus pipistrellus;Least Concern
Apodemus flavicollis;Least Concern
Apodemus sylvaticus;Least Concern
Glis glis;Least Concern
Castor fiber;Least Concern
Crocidura russula;Least Concern
Eliomys melanurus;Least Concern
Lichenophanes numida;Least Concern
Korynetes geniculatus;Least Concern
Mus musculus;Least Concern
Clethrionomys glareolus;Least Concern
Accipiter gentilis;Least Concern
Accipiter nisus;Least Concern
Delphinus delphis;Least Concern
Falco biarmicus;Least Concern
Chalcides viridanus;Least Concern
Falco vespertinus;Vulnerable
Circus cyaneus;Least Concern
Circus pygargus;Least Concern
Asio otus;Least Concern
Circus macrourus;Near Threatened
Chalcides coeruleopunctatus;Least Concern
Aegolius funereus;Least Concern
Aquila chrysaetos;Least Concern
Asio capensis;Least Concern
Asio flammeus;Least Concern
Buteo lagopus;Least Concern
Buteo rufinus;Least Concern
Circaetus gallicus;Least Concern
Platycnemis subdilatata;Least Concern
Cortinarius camptoros;Vulnerable
Circus aeruginosus;Least Concern
Gomphus simillimus;Near Threatened
Clanga pomarina;Least Concern
Aquilegia cazorlensis;Endangered
Clanga clanga;Vulnerable
Cortinarius phrygianus;Vulnerable
Cortinarius alcalinophilus;Near Threatened
Buglossoporus quercinus;Vulnerable
Cortinarius elegantissimus;Near Threatened
Calocybe favrei;Endangered
Falco cherrug;Endangered
Blanus vandellii;Least Concern
Gyps rueppelli;Critically Endangered
Tetrapturus belone;Least Concern
Podarcis guadarramae;Least Concern
Macroprotodon cucullatus;Least Concern
Podarcis virescens;Least Concern
Podarcis liolepis;Least Concern
Anguis fragilis;Least Concern
Aquila adalberti;Vulnerable
Neophron percnopterus;Endangered
Aythya ferina;Vulnerable
Aquila nipalensis;Endangered
Gallinago media;Near Threatened
Fringilla polatzeki;Endangered
Falco eleonorae;Least Concern
Falco naumanni;Least Concern
Fringilla teydea;Near Threatened
Carcharhinus falciformis;Vulnerable
Glareola nordmanni;Near Threatened
Haematopus meadewaldoi;Extinct
Marmaronetta angustirostris;Near Threatened
Saxicola dacotiae;Near Threatened
Curruca undata;Near Threatened
Falco peregrinus;Least Concern
Falco rusticolus;Least Concern
Falco subbuteo;Least Concern
Falco tinnunculus;Least Concern
Hieraaetus pennatus;Least Concern
Surnia ulula;Least Concern
Otus scops;Least Concern
Larus argentatus;Least Concern
Milvus migrans;Least Concern
Pandion haliaetus;Least Concern
Buteo buteo;Least Concern
Centroscymnus coelolepis;Near Threatened
Haliaeetus albicilla;Least Concern
Pernis apivorus;Least Concern
Eugenia uniflora;Least Concern
Timon nevadensis;Least Concern
Lucanus pontbrianti;Least Concern
Gallotia intermedia;Endangered
Iberolacerta galani;Near Threatened
Iberolacerta monticola;Least Concern
Teira dugesii;Least Concern
Alytes muletensis;Endangered
Alytes cisternasii;Least Concern
Pelophylax lessonae;Least Concern
Discoglossus galganoi;Least Concern
Tringa flavipes;Vulnerable
Scobicia ficicola;Least Concern
Chlamydotis undulata;Vulnerable
Macromia splendens;Vulnerable
Gomphus graslinii;Near Threatened
Sympetrum nigrifemur;Least Concern
Platycnemis latipes;Least Concern
Gomphus pulchellus;Near Threatened
Calopteryx xanthostoma;Least Concern
Cordulegaster bidentata;Least Concern
Platycnemis acutipennis;Near Threatened
Onychogomphus cazuma;Endangered
Anacyclus pyrethrum;Vulnerable
Lanius senator;Near Threatened
Mesoplodon mirus;Least Concern
Cyclyrius webbianus;Near Threatened
Myotis escalerai;Near Threatened
Pipistrellus maderensis;Endangered
Plecotus auritus;Least Concern
Plecotus austriacus;Near Threatened
Plecotus teneriffae;Critically Endangered
Ledella ultima;Least Concern
Kretania hesperica;Near Threatened
Erebia arvernensis;Least Concern
Spialia rosae;Least Concern
Caprimulgus ruficollis;Near Threatened
Leptidea reali;Least Concern
Boloria pales;Least Concern
Erebia gorgone;Near Threatened
Erebia sthennyo;Near Threatened
Pieris cheiranthi;Endangered
Hipparchia tilosi;Endangered
Lysandra coridon;Least Concern
Pyrgus andromedae;Least Concern
Carcharodus baeticus;Vulnerable
Erebia rondoui;Near Threatened
Hipparchia gomera;Least Concern
Gonepteryx cleobule;Endangered
Pyrgus cacaliae;Least Concern
Pararge xiphioides;Least Concern
Erebia meolans;Least Concern
Euchloe grancanariensis;Near Threatened
Erebia oeme;Least Concern
Vanessa vulcania;Least Concern
Erebia lefebvrei;Near Threatened
Erebia pronoe;Least Concern
Hipparchia semele;Least Concern
Pyrgus foulquieri;Least Concern
Agriades glandon;Least Concern
Polyommatus nivescens;Least Concern
Erebia triarius;Near Threatened
Lysandra hispana;Least Concern
Colias phicomone;Least Concern
Euchloe hesperidum;Least Concern
Aricia morronensis;Least Concern
Agriades pyrenaicus;Least Concern
Thymelicus christi;Least Concern
Erebia manto;Least Concern
Anthocharis euphenoides;Least Concern
